SK_ID_CURR,TARGET,CODE_GENDER,AMT_CREDIT,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_ID_PUBLISH,OCCUPATION_TYPE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,FLOORSMAX_AVG,FLOORSMAX_MODE,FLOORSMAX_MEDI,TOTALAREA_MODE,DAYS_LAST_PHONE_CHANGE
164216,0,M,603792.0,504000.0,Pensioner,Secondary / secondary special,-23532,365243,-2215,,2,2,XNA,,0.11298163975591,0.7407990879702335,,,,,-564.0
164217,0,M,765000.0,765000.0,Commercial associate,Higher education,-13353,-1162,-4144,Drivers,2,2,Self-employed,0.3307159715203053,0.6118704167136295,0.8482442999507556,,,,,-202.0
164218,0,F,491823.0,373500.0,Working,Secondary / secondary special,-19560,-709,-2731,Laborers,2,2,Self-employed,0.4786948257555553,0.4558679734444284,,,,,,-463.0
164219,0,F,148500.0,148500.0,Pensioner,Secondary / secondary special,-23753,365243,-4266,,2,2,XNA,,0.6624787564533817,0.6109913280868294,,,,,-1842.0
164220,0,F,1125000.0,1125000.0,Working,Secondary / secondary special,-21942,-7289,-4265,,2,2,Business Entity Type 3,,0.6063097790756435,,0.1667,0.1667,0.1667,0.0536,-790.0
164221,0,F,247500.0,247500.0,Working,Secondary / secondary special,-18011,-1063,-1555,Sales staff,2,2,Trade: type 7,,0.6477021813775548,,,,,,0.0
164222,0,F,1078200.0,900000.0,Working,Secondary / secondary special,-21963,-4592,-4957,Laborers,1,1,Industry: type 3,,0.7494626274586892,0.6801388218428291,0.25,0.1667,0.25,0.0444,-1727.0
164223,1,M,333621.0,288000.0,Working,Secondary / secondary special,-13670,-272,-2061,Drivers,3,3,Self-employed,,0.063027293473681,0.4118485559242397,,,,,-279.0
164224,0,F,495000.0,495000.0,Working,Secondary / secondary special,-9019,-577,-1692,Sales staff,2,2,Self-employed,,0.5106825716573862,0.4241303111942548,,,,,-646.0
164225,1,F,112068.0,99000.0,Working,Secondary / secondary special,-14203,-1435,-2806,Core staff,3,3,School,,0.0542659923516303,0.2970866116472028,,,,,0.0
164226,0,M,790434.0,706500.0,Commercial associate,Secondary / secondary special,-19928,-908,-3467,Drivers,2,2,Self-employed,,0.4566057752849733,0.7476633896301825,,,,,-904.0
164227,1,F,539100.0,450000.0,State servant,Secondary / secondary special,-12242,-2047,-3821,Core staff,3,3,School,,0.3837437074049424,0.5531646987710016,,,,,-877.0
164229,0,F,688500.0,688500.0,State servant,Secondary / secondary special,-15009,-1852,-5115,Core staff,2,2,Kindergarten,,0.5413083136937522,0.41534714488434,,,,,-1123.0
164230,0,F,254700.0,225000.0,Working,Secondary / secondary special,-16379,-2932,-4991,Sales staff,2,2,Self-employed,,0.3800426759725533,0.0896306690871315,,,,,-362.0
164231,0,F,1221354.0,1066500.0,Working,Secondary / secondary special,-13629,-748,-5209,,2,2,Agriculture,,0.4068426227210068,0.6212263380626669,,,,,-895.0
164232,0,M,348264.0,315000.0,Commercial associate,Secondary / secondary special,-10621,-119,-2843,Laborers,2,2,Business Entity Type 2,,0.3850580740579954,0.5779691187553125,,,,,-814.0
164233,0,F,180000.0,180000.0,Working,Secondary / secondary special,-10978,-3442,-2878,Sales staff,2,2,Government,0.665086712853266,0.6624983145982638,0.7490217048463391,0.0417,0.0417,0.0417,0.0112,0.0
164234,0,F,328500.0,328500.0,Working,Incomplete higher,-12383,-743,-4976,Accountants,2,2,Agriculture,0.3470520516339032,0.6373459256069104,,,,,0.0146,-12.0
164235,0,F,317979.0,274500.0,Pensioner,Secondary / secondary special,-20869,365243,-4291,,2,2,XNA,,0.2514940156290847,0.5884877883422673,,,,,-501.0
164236,0,M,528633.0,472500.0,Working,Secondary / secondary special,-12566,-137,-4992,Laborers,2,2,Business Entity Type 3,,0.6783633682631431,0.5779691187553125,,,,,-1820.0
164237,0,F,1706728.5,1525500.0,Working,Higher education,-10353,-1308,-2978,Sales staff,2,2,Industry: type 7,,0.6617449251569008,0.4938628816996244,0.0417,0.0417,0.0417,0.0143,-218.0
164238,0,M,191880.0,180000.0,Working,Secondary / secondary special,-18251,-1411,-1792,Drivers,2,2,Transport: type 3,,0.6269271108489849,,,,,,-1121.0
164239,0,F,539100.0,450000.0,Working,Higher education,-15504,-3619,-4303,Sales staff,2,2,Self-employed,0.5715698323851018,0.2353019583277763,0.4489622731076524,0.0417,0.0417,0.0417,0.0125,-615.0
164242,0,M,760225.5,679500.0,Working,Secondary / secondary special,-11030,-3179,-3599,Managers,2,2,Self-employed,,0.6983100733148133,0.7295666907060153,0.1667,0.1667,0.1667,0.0551,-1837.0
164243,0,M,711000.0,711000.0,Working,Secondary / secondary special,-15046,-1631,-4713,,3,3,Self-employed,0.4298584250278385,0.4840603521473376,0.6925590674998008,0.3333,0.3333,0.3333,0.2948,-2557.0
164245,0,F,810000.0,810000.0,Working,Secondary / secondary special,-20739,-12925,-3655,,2,2,Industry: type 3,0.5282238641304093,0.266626659726241,0.7121551551910698,0.0833,0.0833,0.0833,0.0177,-1904.0
164246,0,F,168102.0,148500.0,Commercial associate,Higher education,-21800,-7337,-4853,High skill tech staff,1,1,Other,,0.7601018949849425,0.5352762504724826,0.4583,0.4583,0.4583,0.3224,-1090.0
164247,0,F,119893.5,103500.0,Working,Secondary / secondary special,-19973,-481,-3519,Laborers,1,1,Housing,,0.7285210804766813,,0.3333,0.3333,0.3333,0.1057,-326.0
164248,0,F,495000.0,495000.0,Commercial associate,Higher education,-14926,-2886,-5017,Laborers,3,3,Business Entity Type 3,0.6354197759065654,0.4993786577564345,0.6479768603302221,,,,,-2195.0
164249,1,M,711000.0,711000.0,Working,Secondary / secondary special,-12537,-206,-4634,Laborers,2,2,Business Entity Type 3,0.402967133389896,0.5758980756687728,0.6212263380626669,,,,,-166.0
164250,1,M,808650.0,675000.0,Pensioner,Lower secondary,-22976,365243,-4068,,2,2,XNA,0.2249973494571168,0.2652563401861944,0.1168672659157136,0.1667,0.1667,0.1667,0.1188,-3.0
164251,0,M,152820.0,135000.0,Working,Incomplete higher,-9530,-1598,-2190,Laborers,2,2,Industry: type 9,0.111462747184289,0.1154773490974617,,,,,,-1152.0
164252,0,F,76500.0,76500.0,Pensioner,Lower secondary,-21328,365243,-4181,,2,2,XNA,,0.5072996704667999,,,,,,-2311.0
164253,0,F,301500.0,301500.0,Working,Secondary / secondary special,-17860,-2817,-1384,Cooking staff,2,2,Business Entity Type 3,,0.1710942891241103,0.5549467685334323,0.3333,0.3333,0.3333,0.078,-323.0
164254,1,F,381528.0,315000.0,Working,Secondary / secondary special,-16085,-166,-4623,Laborers,2,2,Business Entity Type 3,,0.624561152732604,,0.1667,0.1667,0.1667,0.0261,-1897.0
164255,0,F,513315.0,458806.5,State servant,Secondary / secondary special,-16036,-3815,-3984,Medicine staff,2,2,Medicine,,0.6145726126172478,0.2340151665320674,0.1667,0.1667,0.1667,0.1158,-33.0
164257,0,F,337500.0,337500.0,Working,Higher education,-16043,-1566,-946,Sales staff,3,2,Self-employed,,0.5661440566542182,0.0472748180273464,0.375,0.375,0.375,0.1339,-241.0
164258,0,M,450000.0,450000.0,Working,Higher education,-13245,-1521,-5138,Managers,2,2,Business Entity Type 3,,,0.7165702448010511,0.3333,0.3333,0.3333,0.5426,-2552.0
164259,0,F,254700.0,225000.0,Pensioner,Secondary / secondary special,-23486,365243,-4784,,2,2,XNA,,0.7033123101806281,0.746300213050371,,,,,-3.0
164260,0,M,942300.0,675000.0,Pensioner,Secondary / secondary special,-15346,365243,-4347,,2,2,XNA,0.4946573281962678,0.7075020608688417,0.5919766183185521,,,,,0.0
164261,0,F,1546020.0,1350000.0,Pensioner,Secondary / secondary special,-20906,365243,-3925,,2,2,XNA,0.7217480855439337,0.7134484767182406,0.1411151004466126,,,,0.18,-1804.0
164263,0,M,813195.0,702000.0,Working,Secondary / secondary special,-15193,-2599,-4597,Laborers,2,2,Business Entity Type 3,0.7444722712648151,0.4840002776418644,0.5585066276769286,,,,,-1438.0
164264,0,M,720000.0,720000.0,Pensioner,Higher education,-23095,365243,-192,,2,2,XNA,0.7598846378754586,0.6852468618255416,0.5832379256761245,0.3333,0.3333,0.3333,0.1045,-357.0
164265,0,M,544491.0,454500.0,Pensioner,Secondary / secondary special,-22781,365243,-4111,,2,2,XNA,,0.2652563401861944,0.6610235391308081,0.1667,0.1667,0.1667,0.1269,0.0
164266,0,F,544491.0,454500.0,Pensioner,Higher education,-21429,365243,-4570,,2,2,XNA,,0.6601228515804101,0.722392890081304,,,,,-1288.0
164267,0,F,990000.0,990000.0,Working,Secondary / secondary special,-12315,-5291,-2864,Laborers,2,2,Industry: type 3,0.5008447821644402,0.0173261521510361,0.5937175866150576,,,,,-1787.0
164268,1,F,332946.0,238500.0,Working,Higher education,-10747,-571,-1695,Accountants,2,2,Transport: type 4,0.4141655175538379,0.4760697109429222,0.2539628093363117,0.125,0.125,0.125,0.0357,-2610.0
164270,0,M,450000.0,450000.0,Commercial associate,Secondary / secondary special,-13611,-588,-4402,Managers,2,2,Self-employed,0.5705088512467884,0.5652522202945337,0.7862666146611379,,,,,-1797.0
164271,0,F,454500.0,454500.0,Commercial associate,Higher education,-8357,-294,-427,Core staff,2,2,Business Entity Type 3,,0.6919846658360645,,0.1667,0.1667,0.1667,0.0528,-885.0
164272,1,F,226908.0,148500.0,Working,Secondary / secondary special,-11582,-1125,-2105,Laborers,2,2,Trade: type 6,,0.5008875196884014,0.3409064264152384,0.625,0.625,0.625,0.152,-1188.0
164273,0,F,1126548.0,983713.5,Working,Secondary / secondary special,-15220,-545,-2654,,3,3,Business Entity Type 3,0.4069182682164089,0.6104257226549659,0.110332428166289,,,,,-1889.0
164274,1,M,446931.0,369000.0,Pensioner,Secondary / secondary special,-22582,365243,-392,,3,3,XNA,,0.6162546846630235,0.7981372313187245,,,,,-51.0
164275,1,F,270000.0,270000.0,Working,Secondary / secondary special,-10781,-900,-2984,Sales staff,2,2,Business Entity Type 3,0.3059505458050263,0.6627965073879476,,0.1667,0.1667,0.1667,0.0683,-793.0
164277,0,F,490495.5,454500.0,Commercial associate,Secondary / secondary special,-10605,-3730,-2596,Sales staff,2,2,Self-employed,,0.2571712584177918,0.6075573001388961,0.1667,0.1667,0.1667,0.1186,-2069.0
164278,0,M,398016.0,360000.0,Commercial associate,Secondary / secondary special,-15869,-1749,-4376,Laborers,1,1,Business Entity Type 3,,0.7325759327651444,0.6971469077844458,,,,,-267.0
164279,0,M,216630.0,216630.0,Working,Secondary / secondary special,-11247,-1778,-3936,,2,2,Business Entity Type 3,,0.6630212884548149,0.4118485559242397,,,,,-291.0
164280,0,M,755190.0,675000.0,Working,Secondary / secondary special,-13636,-287,-4446,,2,2,Industry: type 2,,0.2293004193410395,0.5100895276257282,0.3333,0.3333,0.3333,0.1219,-805.0
164282,0,F,227520.0,180000.0,Pensioner,Lower secondary,-20661,365243,-3952,,2,2,XNA,0.4138181104449335,0.1011571705423464,,,,,,-277.0
164283,0,M,942300.0,675000.0,Working,Secondary / secondary special,-14812,-795,-3810,,2,2,Self-employed,,0.3551256437854799,0.7136313997323308,,,,,-1597.0
164284,0,F,440784.0,360000.0,Working,Secondary / secondary special,-19472,-5418,-3004,Sales staff,1,1,Construction,0.7427313356870942,0.7204552220420773,0.2851799046358216,0.1667,0.1667,0.1667,0.16,-526.0
164285,1,F,103500.0,103500.0,Working,Secondary / secondary special,-14497,-5009,-2334,,2,2,Other,,0.6014450586837641,0.2881295999178507,,,,,0.0
164286,0,F,720000.0,720000.0,Commercial associate,Secondary / secondary special,-14320,-1058,-5426,Sales staff,2,2,Business Entity Type 3,0.4942618086427252,0.7779431063894169,0.6690566947824041,,,,,-2038.0
164287,0,F,396171.0,342000.0,Commercial associate,Secondary / secondary special,-12865,-301,-2679,Laborers,1,1,Business Entity Type 3,0.4818742978740538,0.7552560102840975,0.1253078784282391,0.3333,0.3333,0.3333,0.1113,-734.0
164288,0,F,1493086.5,1363500.0,Working,Higher education,-14947,-1629,-970,,2,2,Military,,0.3266460484326216,0.4083588531230431,0.1667,0.1667,0.1667,0.0582,-1194.0
164289,0,M,454500.0,454500.0,Pensioner,Secondary / secondary special,-23686,365243,-4569,,2,2,XNA,0.7200513633153455,0.7644606508646326,0.8128226070575616,,,,,-3167.0
164291,0,M,679500.0,679500.0,Working,Higher education,-15071,-1251,-4772,Managers,2,2,Self-employed,,0.781738754611384,0.6430255641096323,0.1667,0.1667,0.1667,0.0663,-3028.0
164292,0,F,545040.0,450000.0,Working,Secondary / secondary special,-9524,-157,-2215,Accountants,1,1,Restaurant,0.1325541638065136,0.2714170301861608,0.2881295999178507,0.1667,0.1667,0.1667,0.0396,-21.0
164293,1,F,343800.0,225000.0,Working,Secondary / secondary special,-14731,-2167,-4971,Laborers,2,2,Kindergarten,0.4212669267310166,0.1725568232934413,,0.1667,0.1667,0.1667,0.0802,-847.0
164294,0,F,284400.0,225000.0,Working,Higher education,-10464,-2597,-3131,Accountants,2,2,Government,0.2235563696750668,0.6569265842040178,0.7136313997323308,0.1667,0.1667,0.1667,0.0962,-2236.0
164295,0,F,343800.0,225000.0,State servant,Secondary / secondary special,-11756,-584,-21,,2,2,Government,0.5030789306080797,0.2488645682685085,,0.1667,0.1667,0.1667,0.0464,-1504.0
164296,0,F,1078200.0,900000.0,Commercial associate,Higher education,-13301,-1500,-2199,Core staff,2,2,Self-employed,0.7563770851946071,0.4908349263010877,,,,,,-551.0
164297,0,F,781920.0,675000.0,Commercial associate,Secondary / secondary special,-15155,-375,-5110,Sales staff,2,2,Trade: type 3,,0.5876349124024204,0.5370699579791587,,,,,-1293.0
164298,0,M,286528.5,265500.0,Working,Secondary / secondary special,-9400,-1847,-2063,Laborers,3,3,Business Entity Type 2,0.1387152389083258,0.4787102715832589,0.4083588531230431,0.1667,0.1667,0.1667,0.1162,-228.0
164299,0,M,526491.0,454500.0,Pensioner,Secondary / secondary special,-22290,365243,-4835,,2,2,XNA,,0.2775965622336284,0.4471785780453068,,,,,-193.0
164301,0,M,973710.0,697500.0,Pensioner,Secondary / secondary special,-19583,365243,-3139,,2,2,XNA,,0.5872268327297381,0.5082869913916046,,,,,-710.0
164302,0,M,528633.0,472500.0,Pensioner,Lower secondary,-23536,365243,-4258,,2,2,XNA,,0.4688862991135395,,0.3333,0.3333,0.3333,0.0471,0.0
164303,1,F,675000.0,675000.0,Working,Secondary / secondary special,-13243,-6382,-2866,Cooking staff,3,3,Medicine,,0.2494168207034893,0.0764735191854844,0.0417,0.0417,0.0417,0.0101,-1545.0
164304,0,F,450000.0,450000.0,Working,Higher education,-8622,-1627,-69,Sales staff,2,2,Business Entity Type 3,,0.0598773798562559,0.475849908720221,,,,,-42.0
164306,0,M,1021707.0,882000.0,Commercial associate,Secondary / secondary special,-15704,-5437,-3921,Drivers,1,1,Industry: type 11,0.3394620677621944,0.7201027565941746,0.4561097392782771,0.0417,0.0417,0.0417,0.0075,-248.0
164310,0,M,497520.0,450000.0,Working,Secondary / secondary special,-8579,-1423,-1178,Laborers,3,3,Trade: type 2,0.4789904191647864,0.4300446964416184,,,,,,-884.0
164311,0,M,592560.0,450000.0,Commercial associate,Secondary / secondary special,-18191,-2691,-1359,Core staff,3,2,Medicine,0.4374218643064901,0.4720242257917281,0.6956219298394389,,,,,-1795.0
164312,0,F,1042560.0,900000.0,Commercial associate,Higher education,-16025,-3066,-3979,Managers,2,2,Business Entity Type 3,,0.6908742651756711,0.6626377922738201,0.3333,0.3333,0.3333,0.2984,-1060.0
164313,0,M,180000.0,180000.0,Working,Secondary / secondary special,-20250,-9236,-3565,Laborers,3,3,Transport: type 4,0.7331664211065281,0.6522195538230064,0.7165702448010511,0.1667,0.1667,0.1667,0.0526,0.0
164315,0,F,1436850.0,1125000.0,Working,Secondary / secondary special,-10795,-498,-3410,Laborers,2,2,Business Entity Type 3,,0.5495167240068153,0.5656079814115492,0.1667,0.1667,0.1667,0.0583,-5.0
164316,0,F,454500.0,454500.0,Pensioner,Secondary / secondary special,-18462,365243,-1985,,2,2,XNA,,0.2707818238157101,0.7610263695502636,0.1667,0.1667,0.1667,0.0568,0.0
164317,0,F,513531.0,459000.0,Working,Secondary / secondary special,-15883,-833,-4088,Laborers,2,2,Medicine,,0.6823816839744081,0.4400578303966329,,,,,-2316.0
164318,0,F,270126.0,193500.0,Working,Secondary / secondary special,-21041,-12718,-4600,Medicine staff,2,2,Medicine,,0.5946061300251548,0.7001838506835805,0.0417,0.0417,0.0417,0.0252,-2114.0
164320,0,M,1350000.0,1350000.0,Working,Higher education,-11144,-2255,-1771,Drivers,2,2,Trade: type 7,,0.6438053903859531,0.746300213050371,,,,,-1079.0
164321,0,F,1024740.0,900000.0,Working,Secondary / secondary special,-19869,-541,-2835,Sales staff,2,2,Self-employed,0.1030066644426829,0.3270742596218585,0.6817058776720116,0.1667,0.1667,0.1667,0.0825,-2647.0
164322,0,F,247500.0,247500.0,Working,Secondary / secondary special,-9453,-1780,-1788,Core staff,3,3,Kindergarten,0.2449112870817009,0.1405648504850698,0.5971924268337128,0.0417,0.0417,0.0417,0.0079,-139.0
164323,0,F,590337.0,477000.0,Working,Secondary / secondary special,-13419,-1604,-4980,Laborers,3,3,Self-employed,0.4513498634022562,0.1146335065172766,0.434733248750173,0.1667,0.1667,0.1667,0.0586,-4.0
164324,0,F,700830.0,585000.0,State servant,Higher education,-19975,-11162,-3502,Core staff,3,3,Government,,0.3464606626666937,0.6430255641096323,,,,,-1695.0
164325,1,F,573408.0,495000.0,Working,Secondary / secondary special,-15169,-3039,-5678,,3,3,School,0.3611480559015064,0.3887409445462959,0.2636468134452008,,,,,0.0
164326,0,F,1081179.0,927000.0,Commercial associate,Secondary / secondary special,-16468,-1408,-14,High skill tech staff,2,2,Industry: type 12,,0.2652563401861944,0.8802684803872619,0.1667,0.1667,0.1667,0.0941,-1164.0
164327,0,F,288873.0,238500.0,Pensioner,Secondary / secondary special,-20215,365243,-3316,,2,2,XNA,0.6852667595764245,0.6552539233353317,0.6577838002083306,,,,,-1.0
164328,0,F,450000.0,450000.0,Commercial associate,Higher education,-13521,-175,-4320,Core staff,1,1,Business Entity Type 1,0.7724593614221847,0.7511341607279245,0.3944954053123993,0.2967,0.1667,0.25,0.0401,-503.0
164329,0,F,728847.0,553500.0,Working,Secondary / secondary special,-19521,-9964,-3053,,2,2,Other,,0.2315222719744078,0.5620604831738043,0.1667,0.1667,0.1667,0.0439,0.0
164330,0,M,521280.0,450000.0,Working,Secondary / secondary special,-9615,-1128,-2291,Drivers,2,2,Business Entity Type 3,0.1652259853201065,0.1462837891872463,0.2940831009471255,,,,,-978.0
164333,1,M,450000.0,450000.0,Working,Secondary / secondary special,-15138,-3047,-4405,,2,1,Transport: type 2,,0.6656642241881816,0.5989262182569273,,,,,0.0
164334,0,F,1886850.0,1575000.0,State servant,Secondary / secondary special,-15971,-720,-4858,Private service staff,1,1,Self-employed,,0.7025862839402065,0.6528965519806539,,,,,-1747.0
164335,0,F,603000.0,603000.0,Pensioner,Secondary / secondary special,-23505,365243,-5194,,2,2,XNA,,0.6139819421846606,0.3376727217405312,,,,,-1181.0
164336,0,F,315000.0,315000.0,Working,Secondary / secondary special,-13441,-1792,-4918,,2,2,Self-employed,0.4724228292883267,0.7151220141970078,0.5513812618027899,,,,,-1909.0
164337,1,F,900000.0,900000.0,Commercial associate,Secondary / secondary special,-19616,-1455,-3108,Laborers,2,2,Business Entity Type 3,,0.4858682562617014,0.4722533429586386,0.1667,0.1667,0.1667,0.0969,-107.0
164338,1,M,592560.0,450000.0,Working,Secondary / secondary special,-10762,-1214,-3423,Drivers,2,2,Self-employed,,0.3200008207920995,0.2314393514998941,,,,,0.0
164339,0,F,814041.0,679500.0,Working,Secondary / secondary special,-11941,-1488,-3241,Core staff,2,2,Kindergarten,0.7369330345371385,0.6656934240400908,0.2735646775174348,0.1667,0.1667,0.1667,0.0724,-623.0
164340,0,F,194742.0,139500.0,Working,Secondary / secondary special,-11071,-939,-2221,,2,2,School,0.3201313695340725,0.5574717034375936,0.5064842396679806,0.0417,0.0417,0.0417,0.0131,-1969.0
164341,0,M,254700.0,225000.0,Working,Secondary / secondary special,-13448,-1709,-4522,Drivers,2,2,Business Entity Type 3,,0.6450230228904115,,0.1354,0.125,0.125,0.0418,-1432.0
164342,1,F,180000.0,180000.0,Working,Secondary / secondary special,-16320,-2303,-4234,Core staff,2,2,Culture,0.7800643628725292,0.6173917439468365,0.520897599048938,0.125,0.125,0.125,0.025,-812.0
164344,0,F,337500.0,337500.0,Working,Higher education,-14217,-6119,-4833,Managers,2,2,Kindergarten,0.7197465663695616,0.7446903351675358,0.6397075677637197,0.1667,0.1667,0.1667,0.0647,-406.0
164345,0,F,358443.0,252000.0,Pensioner,Secondary / secondary special,-21246,365243,-4043,,3,3,XNA,,0.3170294351363665,0.0005272652387098,0.0417,0.0417,0.0417,0.0104,-1097.0
164346,0,M,967500.0,967500.0,Working,Secondary / secondary special,-15036,-869,-4104,,2,2,Business Entity Type 2,,0.1756539882248481,0.0616842560883986,,,,,-398.0
164347,0,F,211500.0,211500.0,State servant,Secondary / secondary special,-17229,-9877,-778,Core staff,2,2,Kindergarten,,0.5615030348023612,0.5762088360175724,,,,,-1531.0
164348,0,M,270000.0,270000.0,Commercial associate,Higher education,-10388,-182,-3042,Managers,1,1,Bank,,0.3269010158463284,0.6092756673894402,,,,,-1298.0
164350,0,M,544491.0,454500.0,Pensioner,Secondary / secondary special,-15410,365243,-4237,,2,2,XNA,0.4155731717389158,0.1720640618884363,0.5989262182569273,,,,,-2381.0
164351,0,F,521280.0,450000.0,Working,Secondary / secondary special,-16699,-990,-244,Sales staff,2,2,Self-employed,,0.7042833035393552,0.2793353208976285,,,,,-2621.0
164352,0,M,785250.0,562500.0,Working,Higher education,-9399,-878,-2074,Core staff,2,2,Business Entity Type 2,0.5349963753899692,0.6087186973293005,0.6246146584503397,0.0417,0.0417,0.0417,0.008,-1681.0
164353,0,M,135000.0,135000.0,Commercial associate,Higher education,-10656,-192,-174,Sales staff,2,2,Trade: type 2,0.1873326356093181,0.5166260480449536,0.221335206354466,,,,,-141.0
164354,0,M,1096020.0,900000.0,Working,Secondary / secondary special,-11215,-1596,-72,Managers,2,2,Self-employed,0.2072475952477283,0.5217027478118521,0.6986675550534175,,,,,-542.0
164355,0,M,405000.0,405000.0,Working,Higher education,-15922,-1091,-4381,Laborers,2,2,Industry: type 4,0.2857662442468269,0.6691881409346881,0.2458512138252296,0.1667,0.1667,0.1667,0.0484,-312.0
164356,0,F,526491.0,454500.0,Pensioner,Secondary / secondary special,-22235,365243,-4697,,2,2,XNA,0.6215117423797479,0.6017280848691865,0.7700870700124128,0.0833,0.0833,0.0833,0.0473,0.0
164357,0,F,675000.0,675000.0,Pensioner,Secondary / secondary special,-23701,365243,-4733,,2,2,XNA,,0.7123564084198428,,,,,,0.0
164358,0,F,675000.0,675000.0,Working,Higher education,-18284,-7751,-1822,Managers,2,2,Trade: type 7,0.6252224372857634,0.584250095454697,0.3979463219016906,0.3333,0.3333,0.3333,0.363,-270.0
164359,0,F,312768.0,270000.0,Pensioner,Secondary / secondary special,-21479,365243,-4857,,3,3,XNA,,0.1100417546136722,0.1575949986663102,0.1667,0.1667,0.1667,0.0603,-1.0
164360,0,F,1800000.0,1800000.0,State servant,Secondary / secondary special,-19913,-1627,-3284,Core staff,2,2,Kindergarten,,0.5351669305852306,0.5388627065779676,,,,,-313.0
164361,0,F,790830.0,675000.0,Working,Secondary / secondary special,-22649,-3553,-392,,1,1,Business Entity Type 3,0.6977338106249645,0.704911412688294,,0.1667,0.1667,0.1667,0.0999,-2645.0
164362,1,M,755190.0,675000.0,Working,Higher education,-15634,-2036,-5418,High skill tech staff,2,2,Other,,0.2254053787741075,,0.4583,0.4583,0.4583,0.0725,-1512.0
164364,0,F,1288350.0,1125000.0,Working,Secondary / secondary special,-18905,-11145,-2441,High skill tech staff,2,2,Other,0.5406871113118349,0.5205185467987237,0.2176285202779586,0.3333,0.3333,0.3333,0.3102,0.0
164365,0,F,652500.0,652500.0,Commercial associate,Secondary / secondary special,-10405,-970,-1882,Private service staff,2,2,Self-employed,0.3660611228147915,0.5630315528298171,0.4382813743111921,,,,,-749.0
164366,0,F,206280.0,135000.0,Working,Secondary / secondary special,-9901,-2647,-2551,Sales staff,3,3,Self-employed,,0.5833627732482791,0.6263042766749393,,,,,0.0
164367,0,F,62568.0,49500.0,Commercial associate,Secondary / secondary special,-10072,-2607,-2746,Sales staff,2,2,Self-employed,0.2720771844048896,0.6037178181733593,0.5190973382084597,,,,,-728.0
164368,0,F,661500.0,661500.0,Working,Secondary / secondary special,-15569,-1208,-4524,Core staff,3,3,Self-employed,0.5861959378274607,0.0335213315480106,,0.125,0.125,0.125,0.036,-1280.0
164369,0,M,675000.0,675000.0,Commercial associate,Secondary / secondary special,-15333,-3419,-3612,Drivers,3,3,Business Entity Type 3,0.5812837540585563,0.5201419546626572,0.5136937663039473,0.1667,0.1667,0.1667,0.0759,-1037.0
164370,0,F,1006920.0,900000.0,State servant,Secondary / secondary special,-15345,-4574,-4325,Laborers,2,2,Business Entity Type 1,0.4625098102145421,0.2499780905776096,,0.1667,0.1667,0.1667,0.1137,-2079.0
164371,1,F,1270174.5,994500.0,Commercial associate,Higher education,-19778,-7612,-3285,Core staff,3,3,Police,,0.1586199012412874,0.4365064990977374,0.3333,0.3333,0.3333,0.0823,-613.0
164372,0,F,808650.0,675000.0,Pensioner,Secondary / secondary special,-20437,365243,-3973,,2,2,XNA,0.4082501219356807,0.5529409275049613,0.3706496323299817,,,,,-1355.0
164374,0,F,125136.0,99000.0,Pensioner,Lower secondary,-21400,365243,-4960,,2,2,XNA,,0.0481259444542775,0.6626377922738201,,,,,0.0
164375,0,M,790830.0,675000.0,Commercial associate,Higher education,-13877,-304,-3792,Managers,2,2,Business Entity Type 3,,0.6774131611561603,0.2778856891082046,0.1667,0.1667,0.1667,0.1033,-2266.0
164376,0,M,706410.0,679500.0,Commercial associate,Higher education,-14020,-5183,-4005,Core staff,3,3,Self-employed,0.5597451362132796,0.4061462303318138,0.6127042441012546,0.0417,0.0417,0.0417,0.0098,0.0
164377,0,F,622413.0,495000.0,Working,Secondary / secondary special,-19143,-5226,-2661,,2,2,Business Entity Type 3,0.5107389644504859,0.0064548573867077,0.213966852261798,,,,,-1305.0
164378,0,M,1288350.0,1125000.0,Working,Secondary / secondary special,-16329,-1286,-4416,Low-skill Laborers,2,2,Trade: type 7,0.7307958123659142,0.6950893834099449,0.6894791426446275,0.1667,0.1667,0.1667,0.109,-484.0
164379,0,M,675000.0,675000.0,Commercial associate,Secondary / secondary special,-21932,-7701,-3980,Laborers,1,1,Other,,0.7894036188696902,0.6212263380626669,0.5208,0.4583,0.5208,0.7502,-1429.0
164380,0,F,1019610.0,913500.0,Working,Secondary / secondary special,-15138,-183,-4207,,2,2,Construction,,0.6542009855253816,0.7001838506835805,,,,,-2727.0
164381,0,F,522396.0,472500.0,Pensioner,Secondary / secondary special,-23732,365243,-4420,,2,2,XNA,,0.6172832617114086,,0.1667,0.1667,0.1667,0.0717,-1213.0
164382,0,F,572292.0,472500.0,Working,Secondary / secondary special,-16259,-1727,-5239,Sales staff,2,2,Trade: type 3,0.4215083147871422,0.6697784693222902,0.5726825047161584,,,,,-1953.0
164383,0,F,180000.0,180000.0,Working,Secondary / secondary special,-14296,-4732,-4727,,2,2,Business Entity Type 3,0.4003923341926144,0.5016310126361672,0.5478104658520093,,,,,-1605.0
